Asset_Type,Total_Maintenance_Cost,Condition_Score,Failure_Impact_Score,Failure_History_Count,Operating_Hours,Environmental_Stress_Index,System_Importance_Score,Failure_Probability,Budget_Constraint_Flag,RUL,Days_Since_Maintenance
0,26364.25,8.6,87,0,5924,0.85,0.82,0.4,1,12.78,554
0,3204.4,5.36,41,1,49037,0.19,0.09,0.17,0,4.69,1480
3,48667.37,5.63,75,7,79082,0.71,0.67,0.13,0,1.99,569
1,11693.2,3.78,42,5,93115,0.32,0.06,0.76,1,0.0,2231
1,15557.84,6.16,33,1,72621,0.11,0.67,0.92,0,3.26,949
1,15545.15,3.93,50,6,78926,0.25,0.84,0.46,0,0.03,2148
1,11905.62,1.35,63,3,79816,0.65,0.4,0.66,0,0.0,703
0,572.95,3.45,100,1,90654,0.74,0.52,0.91,1,0.0,1055
0,36602.57,1.06,37,5,71400,0.12,0.4,0.1,0,0.0,2160
1,48358.85,9.81,59,8,93385,0.13,0.3,0.77,0,5.42,1492
3,11602.53,9.69,81,8,94102,0.91,0.8,0.61,1,5.21,2044
4,33320.84,4.56,99,7,11702,0.17,0.27,0.6,1,7.5,724
4,37223.87,7.56,48,2,16385,0.9,0.72,0.3,1,10.52,1136
3,42497.06,4.11,5,2,10336,0.31,0.21,0.68,0,7.12,2127
1,21420.15,7.04,48,1,66421,0.77,0.25,0.79,1,4.9,1368
0,15495.08,8.25,96,4,32225,0.38,0.34,0.12,1,9.73,1379
4,16602.11,9.52,3,3,37021,0.87,0.59,0.53,1,10.73,2067
2,35774.76,4.6,47,6,4782,0.73,0.45,0.11,0,8.24,2064
2,40930.58,8.05,62,3,89877,0.46,0.75,0.87,1,3.72,548
3,9489.89,3.39,99,8,90630,0.17,0.21,0.51,1,0.0,1662
1,18861.58,9.91,14,1,50111,0.76,0.01,0.8,1,9.87,1607
4,45146.04,1.23,63,5,90402,0.66,0.78,0.37,1,0.0,1616
1,40431.33,6.43,61,6,85585,0.1,0.82,0.13,1,2.27,1368
4,49250.49,6.94,31,3,43719,0.11,0.06,0.05,0,7.06,624
3,37835.29,7.19,95,5,97528,0.83,0.61,0.29,0,1.96,1694
3,19963.16,2.08,17,6,50037,0.33,0.38,0.25,1,0.78,2430
2,29736.57,9.45,24,3,81103,0.67,0.79,0.56,1,6.23,961
1,33220.21,2.63,23,7,4513,0.51,0.87,0.03,1,5.98,1163
2,4383.56,6.6,82,8,14335,0.88,0.85,0.52,0,9.61,2229
1,27452.6,3.0,50,0,45140,0.93,0.78,0.39,0,2.34,1636
2,35611.38,3.76,78,6,81373,1.0,0.27,0.58,0,0.0,1114
0,8782.4,5.92,79,8,78658,0.24,0.81,0.7,0,2.37,870
0,39141.27,4.75,79,9,35840,0.88,0.53,0.63,1,5.3,2486
0,29396.75,2.44,70,4,32007,0.34,0.05,0.97,1,3.0,1844
0,47634.98,2.54,27,1,57947,0.63,0.46,0.15,1,0.52,1097
4,2599.9,4.76,15,9,94220,0.56,0.94,0.43,1,0.0,2200
0,13633.64,7.82,50,5,27393,0.12,0.89,0.43,0,9.72,1137
3,30276.92,9.08,36,6,58480,0.94,0.1,0.42,1,8.07,2254
3,15179.72,1.76,8,1,89290,0.17,0.74,0.66,0,0.0,769
4,35864.0,4.54,79,1,87335,0.72,0.81,0.49,0,0.0,2381
0,38070.76,1.9,3,9,10107,0.81,0.27,0.52,1,4.57,1087
0,5574.54,1.15,62,9,6993,0.82,0.47,0.43,0,4.01,1486
0,25935.8,6.96,47,0,97341,0.22,0.71,0.98,0,1.71,558
2,25690.08,6.42,77,3,94650,0.5,0.44,0.92,1,1.35,917
1,18779.4,2.47,98,6,53066,0.85,0.11,0.31,0,0.93,803
2,46679.78,3.1,88,8,43942,0.37,0.71,0.12,0,2.57,1058
1,41461.56,1.21,96,2,17138,0.52,0.91,0.83,1,3.06,1704
0,35011.86,8.51,61,6,45527,0.35,0.65,0.99,0,8.7,909
0,35859.17,9.77,32,6,10190,0.52,0.77,0.3,0,13.71,1618
2,23354.95,2.22,94,6,93259,0.9,0.36,0.36,1,0.0,2428
2,46089.23,3.08,13,1,79422,0.51,0.18,0.93,0,0.0,1410
1,34882.47,8.82,1,5,56698,0.6,0.64,0.71,1,7.94,740
3,36584.56,9.34,34,1,83315,0.46,0.33,0.3,0,5.88,2205
1,43153.7,4.78,62,5,94710,0.51,0.86,0.58,0,0.0,902
2,14066.54,1.46,79,9,30086,0.11,0.12,0.94,1,2.06,1270
2,40450.01,1.35,78,2,18322,0.36,0.43,0.81,1,3.11,739
4,10164.41,6.17,93,1,84569,0.49,0.4,0.74,0,2.07,605
2,17594.43,4.54,98,5,86610,0.67,0.94,0.73,1,0.0,2276
4,17112.72,1.26,82,1,4435,0.51,0.15,0.18,0,4.4,1154
3,48937.01,6.25,71,4,54331,0.4,0.01,0.82,1,5.19,1130
1,42898.59,1.1,93,1,29942,0.45,0.24,0.28,0,1.65,1308
1,35207.91,8.09,31,2,60635,0.32,0.82,0.92,0,6.7,2473
4,36489.31,3.76,64,2,30059,0.93,0.21,0.37,0,4.73,1931
1,28322.6,1.36,25,5,58557,0.57,0.24,0.85,0,0.0,1527
2,47380.99,6.3,38,5,53389,0.11,0.13,0.27,0,5.35,1206
0,25064.81,4.58,14,9,54014,0.12,0.72,0.51,1,3.28,584
4,19335.63,9.76,8,2,33826,0.98,0.07,0.11,1,11.33,2346
1,8570.25,5.9,91,2,31297,0.3,0.33,0.66,0,7.1,1576
4,39417.18,3.48,54,0,44890,0.83,0.28,0.83,0,2.92,1407
4,36854.97,7.38,2,6,22322,0.15,0.56,0.71,1,9.72,973
0,19525.57,3.44,81,7,36739,0.93,0.73,0.52,1,3.69,592
2,1747.07,9.14,78,1,10719,0.89,0.53,0.05,1,12.93,2471
4,42030.37,4.37,89,3,80553,0.61,0.93,0.92,1,0.38,2310
1,1065.19,5.95,56,9,9314,0.11,0.95,0.7,1,9.36,1804
3,35333.14,1.46,94,6,94831,0.33,0.36,0.74,0,0.0,2449
4,48527.73,4.84,93,7,76164,0.47,0.78,0.79,0,1.37,1594
4,22164.24,8.49,84,0,78028,0.51,0.74,0.74,1,5.42,1647
0,12131.18,8.25,85,3,37113,0.37,0.89,0.44,1,9.24,2104
2,35391.11,3.02,61,5,16357,0.13,0.45,0.73,1,5.25,1538
3,40947.84,3.03,22,2,99865,0.63,0.53,0.62,1,0.0,753
1,27548.3,8.36,35,4,21365,0.57,0.42,0.85,1,10.95,1300
3,48368.25,9.37,16,9,40029,0.35,0.85,0.8,1,10.25,1205
1,3057.6,1.86,50,8,2737,0.13,0.23,0.05,1,5.26,1986
2,25487.38,5.05,43,2,75632,1.0,0.24,0.38,1,1.66,2341
1,36063.47,4.04,17,4,86474,0.53,0.37,0.04,1,0.0,1127
0,43200.7,8.84,80,7,79218,0.78,0.23,0.11,0,5.71,905
0,9373.15,1.75,58,5,28499,0.51,0.56,0.6,1,2.55,1728
0,40100.17,2.9,2,3,47157,0.14,0.13,0.87,1,2.02,1977
0,27859.0,7.77,4,7,57247,0.38,0.32,0.13,0,6.67,2465
3,20129.41,1.46,85,2,42034,0.39,0.91,0.45,0,0.86,1235
2,7019.89,5.43,39,2,1294,0.85,0.41,0.9,0,9.56,833
1,43332.14,4.98,98,3,99072,0.69,0.75,0.81,1,0.0,1305
1,8285.02,4.01,94,8,25596,0.35,0.11,0.52,1,5.47,1030
0,15834.5,4.55,6,4,99185,0.97,0.25,0.77,1,0.0,794
0,14857.25,5.77,81,7,12434,0.39,0.81,0.52,1,8.84,2136
4,43634.99,2.45,89,5,59382,1.0,0.76,0.16,0,0.27,534
2,33798.8,6.15,69,2,39098,1.0,0.39,0.13,1,6.6,2470
3,39935.73,8.25,69,7,5655,0.27,0.95,0.19,1,12.4,1034
1,12898.16,7.84,20,8,84029,0.38,0.91,0.35,0,4.06,1002
4,31431.27,2.39,64,7,47228,0.54,0.96,0.92,1,1.42,1847
4,28801.43,2.34,16,3,4771,0.7,0.43,0.79,1,5.62,690
1,41725.1,3.41,51,5,75099,0.58,0.2,0.43,1,0.0,1011
3,45351.31,4.25,37,0,57799,0.97,0.63,0.49,1,2.52,2147
4,1101.76,4.68,73,3,63257,0.75,0.68,0.27,0,2.47,1622
4,33863.99,7.12,69,7,18558,0.29,0.13,0.7,0,9.79,1093
2,3065.87,1.51,42,0,59436,0.19,0.79,0.8,0,0.0,1431
3,27668.5,1.31,57,2,93103,0.72,0.02,0.24,0,0.0,1085
4,14737.82,4.53,66,0,33376,0.24,0.48,0.05,1,5.3,2461
3,15685.44,7.27,9,8,88458,0.81,0.33,0.62,1,2.96,2494
1,17971.45,2.74,100,1,78924,0.38,0.74,0.56,1,0.0,764
0,31253.98,6.77,86,8,30332,0.39,0.31,0.4,0,8.2,1654
4,17035.47,3.34,64,3,47737,0.11,0.83,0.64,0,2.47,1760
2,36768.6,8.97,86,1,90031,0.73,0.59,0.55,0,4.78,1080
1,20524.11,9.06,22,3,74970,0.2,0.79,0.26,1,6.39,1354
3,3883.48,3.68,34,9,52952,0.8,0.99,0.4,1,2.34,994
1,39296.11,3.07,55,5,21991,0.54,0.68,0.43,0,4.74,2004
4,14645.04,4.7,29,6,28472,0.81,0.98,0.87,0,5.98,1818
3,21921.96,3.16,38,2,60946,0.63,0.03,0.95,1,0.94,912
0,34429.47,7.05,97,2,27849,0.17,0.34,0.89,1,8.78,1301
1,16956.58,8.43,18,9,2541,0.79,0.11,0.71,1,12.92,1374
4,3300.99,7.06,71,7,3765,0.16,0.26,0.58,0,11.2,913
2,19009.09,8.42,65,4,44074,0.53,0.84,0.69,0,8.74,1403
3,47250.2,4.57,97,3,30283,0.26,0.03,0.93,0,5.65,785
1,32265.85,2.41,1,6,1769,0.78,0.52,0.25,0,6.0,809
1,33738.22,7.64,88,6,18806,0.92,0.57,0.53,1,10.37,2176
0,31797.97,4.24,4,8,91518,0.6,0.56,0.69,1,0.0,2425
0,10350.11,7.04,4,8,3972,0.57,0.48,0.68,1,11.16,566
2,21207.53,3.44,82,4,19256,0.79,0.79,0.26,0,5.44,1012
2,37671.52,1.73,27,7,19653,0.1,0.13,0.58,1,3.42,1455
4,5517.96,9.93,43,9,87669,0.93,0.31,0.79,1,6.13,746
4,14253.71,2.41,59,0,40339,0.28,0.62,0.48,1,2.13,1679
2,14177.8,9.9,32,8,26757,0.99,0.69,0.79,1,12.2,1541
2,21884.94,9.8,33,7,43399,0.76,0.4,0.36,1,10.42,1550
3,49028.25,8.14,28,5,45013,0.8,0.88,0.93,0,8.32,2070
0,3841.38,6.93,55,2,98605,0.69,0.42,0.53,1,1.55,1139
4,26175.7,6.2,100,2,15706,0.52,0.4,0.59,1,9.01,1454
0,9378.55,8.79,60,7,39231,0.61,0.04,0.04,0,9.66,2442
0,48548.49,3.6,70,4,28909,0.14,0.55,0.18,0,4.66,1214
2,6108.52,5.21,62,9,77631,0.66,0.71,0.63,1,1.65,2169
3,20478.25,6.57,80,6,58572,0.66,0.11,0.42,1,5.14,1139
1,37025.31,4.7,34,4,86879,0.9,0.31,0.51,1,0.13,786
3,35375.44,4.85,87,7,64767,0.56,0.78,0.07,1,2.52,1516
3,21425.07,3.97,88,9,27469,0.17,0.37,0.83,0,5.24,1492
0,17652.95,6.08,56,9,2313,0.38,0.24,0.78,1,10.21,892
3,20181.81,8.66,13,3,8847,0.69,0.67,0.19,0,12.56,2308
4,13581.68,2.81,56,1,51222,0.32,0.2,0.63,1,1.51,2337
0,10663.98,9.41,18,2,75702,0.35,0.9,0.81,1,6.72,1070
4,24410.47,7.2,54,7,10930,0.84,0.11,0.64,1,10.65,1175
1,13792.42,8.41,77,6,4285,0.63,0.71,0.31,0,12.72,2074
0,14729.35,6.01,43,1,36863,0.56,0.5,0.65,1,6.67,2457
1,33009.43,8.02,39,5,17704,0.39,0.87,0.22,1,10.92,1340
0,48442.6,1.15,61,8,19705,0.76,0.13,0.32,0,2.74,2437
2,30380.04,8.37,42,3,1555,0.36,0.68,0.25,1,12.95,1566
3,4310.48,1.36,81,8,22323,0.76,0.57,0.56,0,2.72,1679
2,4241.39,9.01,79,1,71968,0.16,0.48,0.12,1,6.63,1101
1,47595.45,9.93,18,1,67922,0.88,0.49,0.92,0,8.11,1659
3,15215.89,3.65,23,8,54915,0.55,0.72,0.34,0,2.11,2437
0,5057.32,2.89,54,6,11619,0.49,0.94,0.22,0,5.57,1539
3,30152.71,7.89,30,6,73390,0.65,0.09,0.5,1,5.19,2083
4,31370.61,3.28,98,0,60274,0.66,0.02,0.28,0,1.15,1196
3,32600.99,8.79,58,5,74173,0.22,0.81,0.53,0,6.16,795
4,13736.4,1.93,68,6,22225,0.78,0.11,0.35,1,3.39,1712
3,1247.98,2.13,67,5,27739,0.35,0.99,0.14,0,3.07,1810
4,48268.26,9.81,71,5,48708,0.91,0.62,0.27,1,9.9,1450
1,12919.21,7.06,18,1,54019,0.84,0.65,0.44,1,6.17,1652
2,33963.3,8.62,7,5,77154,0.41,0.2,0.04,0,5.66,2056
0,35478.18,3.92,40,3,8373,0.83,0.24,0.77,0,7.09,2285
3,30695.37,7.09,70,8,36281,0.42,0.66,0.62,1,7.98,2121
2,15988.92,6.35,86,0,21187,0.19,0.91,0.6,0,8.63,773
0,13919.26,6.43,65,7,68863,0.97,0.98,0.55,0,3.95,2190
0,30084.58,7.14,68,4,98927,0.69,0.2,0.59,0,1.76,2345
4,43371.73,6.18,49,0,85085,0.51,0.13,0.93,0,2.03,2387
1,47363.32,4.86,52,3,40220,0.46,0.06,0.02,1,4.99,2087
1,5742.34,3.48,29,0,8642,0.39,0.87,0.06,1,6.55,657
2,8164.02,7.92,21,5,80971,0.98,0.29,0.2,0,4.46,879
1,47264.44,3.04,90,1,56556,0.22,0.0,0.17,1,1.24,722
3,36958.49,7.23,78,4,34760,0.38,0.22,0.19,0,8.3,2343
1,44208.19,3.1,9,6,39192,0.54,0.34,0.67,0,3.05,2466
2,10530.32,6.63,47,1,5381,0.53,0.99,0.46,0,10.54,1456
1,29585.5,7.72,76,5,97583,0.52,0.52,0.98,0,2.57,2216
3,35206.41,2.97,42,5,20558,0.26,0.2,0.23,1,4.77,1932
4,34165.54,1.54,51,4,31782,0.23,0.33,0.31,0,1.98,1548
2,20703.51,2.18,56,4,5782,0.33,0.33,0.97,1,5.33,1171
4,1262.05,6.45,51,2,92417,0.92,0.02,0.83,0,1.61,753
4,29354.84,8.65,70,9,55712,0.2,0.14,0.47,1,7.85,1227
4,13028.53,1.4,20,9,95945,0.78,0.7,0.55,1,0.0,2026
0,22787.59,7.61,88,1,20462,0.78,0.12,0.84,1,10.17,2027
0,47900.26,4.07,27,6,61030,0.83,0.23,0.48,1,1.99,791
4,20252.25,5.31,38,0,69519,0.9,0.35,0.21,0,2.58,1922
2,42070.18,9.36,72,5,57411,0.34,0.76,0.82,1,8.5,2036
3,9832.76,3.99,65,5,56206,0.3,0.58,0.54,0,2.38,1984
3,33786.79,5.19,54,2,98469,0.52,0.69,0.16,1,0.0,1172
1,48861.84,1.12,24,1,47950,0.34,0.57,0.51,1,0.0,737
2,5543.71,1.73,47,1,3523,0.76,0.68,0.41,1,5.03,2122
0,911.84,3.33,71,8,61926,0.67,0.0,0.87,0,1.04,2490
4,21962.35,1.25,83,4,10677,0.89,0.93,0.13,1,3.76,1927
1,5084.96,6.68,86,6,76828,0.17,0.11,0.87,0,3.44,1945
3,37545.03,4.84,63,4,16089,0.92,0.41,0.51,0,7.39,2000
0,45770.16,5.93,57,6,5581,0.36,0.77,0.41,0,9.71,1469
0,21984.04,2.57,55,3,12907,0.54,0.44,0.17,1,5.07,1914
4,13306.23,3.66,60,7,6609,0.49,0.95,0.7,1,6.97,2426
3,22002.96,6.97,99,9,52153,0.78,0.47,0.92,1,6.25,983
2,36310.67,9.69,62,9,51539,0.48,0.87,0.38,1,9.47,1251
0,948.18,1.45,30,6,45143,0.95,0.81,0.25,1,0.53,2278
4,29677.97,9.01,93,9,23936,0.91,0.98,0.55,1,11.45,1776
2,30857.94,6.19,22,4,51182,0.88,0.93,0.79,1,5.44,1508
3,32065.57,6.08,75,5,96042,0.16,0.9,0.01,0,0.81,1681
0,12480.09,5.5,84,4,14163,0.87,0.73,0.63,1,8.35,1114
2,35845.61,1.62,29,6,60758,0.8,0.37,0.59,0,0.0,1002
2,5023.88,1.81,41,1,47057,0.19,0.11,0.32,0,0.76,2348
2,10363.88,6.41,42,4,13537,0.2,0.69,0.45,1,9.47,1512
0,43934.77,4.07,98,9,23419,0.19,0.98,0.25,1,5.76,1827
0,37066.8,9.26,65,2,43578,0.11,0.73,0.78,0,9.77,682
1,1180.4,4.66,31,8,75991,0.59,0.93,0.63,0,1.17,2310
3,12794.62,2.29,30,5,75599,0.98,0.8,0.53,1,0.0,1768
4,11113.12,7.43,18,9,1834,0.49,0.16,0.39,0,11.83,716
2,13904.91,3.64,17,2,33214,0.59,0.25,0.3,0,4.28,1967
1,12754.21,5.73,38,6,93934,0.97,0.34,0.82,0,0.62,1507
4,3595.05,7.28,14,3,3413,0.33,0.17,0.45,0,11.5,2225
1,23217.56,9.1,87,2,10505,0.87,0.58,0.5,1,12.9,2242
0,36770.31,8.13,89,7,3105,0.59,0.98,0.52,1,12.51,1072
2,30533.22,7.09,79,3,69104,0.61,0.76,0.45,0,4.69,567
4,33807.15,7.12,56,0,59408,0.41,0.42,0.26,0,5.7,833
4,4516.88,9.51,22,5,38679,0.61,0.0,0.13,0,10.55,1469
4,47598.79,3.66,67,9,80731,0.17,0.31,0.11,1,0.0,864
4,42005.35,1.01,56,0,66131,0.79,0.53,0.75,1,0.0,1864
4,40351.97,3.45,19,4,65280,0.36,0.32,0.23,0,0.84,1625
1,41237.7,2.96,57,6,16762,0.9,0.11,0.06,0,5.14,1479
2,46669.17,6.96,44,5,59703,0.43,0.44,0.79,0,5.48,805
0,27440.57,6.7,98,1,82434,0.23,0.25,0.16,1,2.9,1726
0,10413.96,6.34,35,3,64079,0.73,0.91,0.62,0,4.32,1422
0,31030.79,1.15,1,1,22577,0.25,0.1,0.34,0,2.45,2212
0,37272.63,7.56,52,0,2214,0.78,0.05,0.13,0,11.94,799
1,37026.91,3.91,85,2,87339,0.97,0.01,0.42,0,0.0,1363
3,26311.73,6.99,93,2,49114,0.8,0.33,0.02,0,6.58,1146
2,3888.71,6.01,70,6,90234,0.12,0.66,0.83,1,1.32,2201
4,18870.09,4.08,37,0,64230,0.64,0.73,0.51,1,1.68,1388
3,46077.95,2.21,65,8,33980,0.73,0.45,0.15,1,2.54,2333
0,29430.22,1.85,51,5,68194,0.84,0.68,0.24,0,0.0,2409
3,27147.43,8.48,1,3,78806,0.15,0.36,0.45,1,5.33,1457
2,13808.25,9.27,91,2,38792,0.53,0.67,0.2,0,10.26,815
4,18738.22,6.85,21,2,46807,0.58,0.04,0.27,1,6.65,1250
4,44819.63,1.93,53,1,23301,0.25,0.39,0.53,1,3.28,1419
2,33489.92,4.62,16,1,6141,0.39,0.79,0.83,0,8.13,798
2,39475.66,7.56,61,9,14777,0.5,0.8,0.4,0,10.68,2480
0,22990.1,8.02,54,4,39346,0.85,0.72,0.71,0,8.75,1616
4,31697.24,2.06,40,8,55703,0.94,0.2,0.87,1,0.19,1009
3,12794.99,1.0,26,1,95977,0.67,0.25,0.22,0,0.0,1462
1,35420.31,7.41,80,1,48819,0.46,1.0,0.8,1,7.09,774
1,21666.27,4.21,92,5,29469,0.33,0.1,0.75,1,5.31,682
2,22406.0,3.29,65,9,4845,0.98,0.18,0.36,1,6.71,1597
0,32641.46,1.12,100,1,24290,0.98,0.13,0.98,0,2.24,2485
1,46845.89,5.86,74,3,31699,0.93,0.33,0.27,0,7.01,980
4,3668.31,8.66,64,5,45252,0.81,0.21,0.26,0,8.91,727
2,41324.79,9.62,43,4,99682,0.39,0.5,0.77,1,4.56,2210
3,14972.96,6.09,17,0,4293,0.84,0.48,0.44,1,10.02,650
2,22474.01,5.63,59,5,58089,0.47,0.9,0.33,0,4.1,527
3,1584.71,1.77,23,0,17608,0.39,0.03,0.19,1,3.67,1494
2,15401.78,5.94,7,2,67273,0.77,0.32,0.76,1,3.54,2309
2,25380.25,4.42,44,9,17619,0.17,0.6,0.78,1,6.75,1381
2,3280.72,6.46,53,4,79006,0.14,0.6,0.57,0,2.96,1166
3,24809.24,4.5,71,9,88908,0.5,0.48,0.95,1,0.0,717
3,46391.98,3.16,79,4,82653,0.5,0.82,0.32,1,0.0,2129
2,5716.96,1.85,34,9,15779,0.91,0.06,0.23,0,3.94,1042
1,38339.82,3.83,46,5,52040,0.21,0.82,0.67,0,2.61,968
0,20778.72,1.87,68,9,95830,0.21,0.49,0.75,0,0.0,2471
0,32931.1,2.59,78,7,57325,0.23,0.13,0.23,0,0.64,2365
0,13381.71,9.89,78,4,22630,0.13,0.89,0.09,0,12.6,2356
3,8394.87,5.0,16,0,13178,0.16,0.65,0.8,0,7.87,669
3,8442.9,5.79,71,4,20935,0.69,0.16,0.97,1,8.01,1741
1,3989.35,8.86,96,2,48258,0.49,0.03,0.64,1,8.84,1059
0,9689.51,9.96,19,3,23784,0.79,0.14,0.28,1,12.57,753
0,33378.86,6.24,2,7,64722,0.99,0.61,0.99,1,4.14,1863
2,44143.69,8.31,10,6,24027,0.69,0.18,0.89,0,10.63,2179
3,40799.22,3.94,50,4,97544,0.15,0.23,0.51,1,0.0,1475
0,34414.15,3.75,81,1,58853,0.19,0.03,0.82,0,1.83,1852
1,5966.38,4.62,12,5,68359,0.89,0.72,0.81,0,1.89,2204
1,14814.78,7.05,70,5,73388,0.57,0.81,0.93,1,4.21,986
0,15835.44,7.14,22,9,79608,0.84,0.8,0.83,1,3.69,1951
3,12872.87,3.84,32,9,77669,0.87,0.13,0.64,0,0.05,1077
1,25992.78,2.2,84,5,16111,0.93,0.9,0.61,0,4.32,919
2,27009.91,6.69,1,8,33312,0.95,0.67,0.47,0,7.81,2417
1,18165.86,2.15,54,7,25161,0.6,0.9,0.62,0,3.35,2314
4,18012.56,6.21,58,7,68313,0.41,0.45,0.79,1,3.75,1371
4,41513.5,7.24,70,0,51374,0.97,0.44,0.96,0,6.64,1757
3,39570.0,7.31,83,4,25014,0.59,0.78,0.47,1,9.37,736
0,15735.89,7.78,18,6,81308,0.16,0.09,0.57,0,4.27,1665
